idKlienta;imie;nazwisko;idKategorii_FK
3371;Janina;Pietrzak;2
3372;Patryk;Juda;3
3373;Kamil;Pawlak;2
3374;Tomasz;Szramowiat;3
3375;Agata;Pietrzak;3
3376;Patryk;Mazur;3
3377;Nina;Lampa;3
3378;Kacper;Gita;3
3379;Nina;Duda;3
3380;Bartosz;Pocztarek;3
3381;Klaudiusz;Kowalski;3
3382;Karol;Miernik;3
3383;Agata;Kowalski;3
3384;Bartosz;Pawlak;3
3385;Kacper;Wieczorek;3
3386;Klaudiusz;Pocztarek;3
3387;Wojciech;Kowalski;3
3388;Piotr;Wieczorek;2
3389;Karol;Pocztarek;3
3390;Kacper;Kowalski;3
3391;Paulina;Miernik;3
3392;Kamil;Kowalski;3
3393;Karolina;Mazur;3
3394;Julian;Gita;2
3395;Julian;Sztreker;3
3396;Agata;Szramowiat;2
3397;Paulina;Miernik;1
3398;Julian;Miernik;3
3399;Adam;Sztreker;3
3400;Adam;Szramowiat;3
3401;Adam;Lampa;1
3402;Magdalena;Mazur;3
3403;Patryk;Gita;1
3404;Magdalena;Pocztarek;3
3405;Bartosz;Duda;1
3406;Tomasz;Duda;3
3407;Klaudiusz;Pocztarek;1
3408;Julian;Nowak;2
3409;Wojciech;Mazur;3
3410;Agata;Pocztarek;3
3411;Julian;Mazur;4
3412;Kacper;Wieczorek;2
3413;Adam;Sikora;3
3414;Karol;Kowalski;1
3415;Piotr;Juda;3
3416;Adam;Sztreker;1
3417;Paulina;Wieczorek;2
3418;Adam;Mazur;2
3419;Klaudiusz;Pocztarek;2
3420;Kamil;Szramowiat;5
3421;Adam;Pawlak;2
3422;Wojciech;Sztreker;3
3423;Bartosz;Pietrzak;3
3424;Patryk;Mazur;2
3425;Piotr;Wieczorek;3
3426;Patryk;Sikora;3
3427;Tomasz;Pietrzak;3
3428;Kamil;Kowalski;2
3429;Nina;Mazur;3
3430;Nina;Duda;3
3431;Piotr;Sikora;3
3432;Janina;Duda;2
3433;Karolina;Lampa;3
3434;Agata;Pietrzak;3
3435;Nina;Pocztarek;2
3436;Wojciech;Sztreker;3
3437;Janina;Pawlak;3
3438;Nina;Duda;2
3439;Karol;Pietrzak;2
3440;Julian;Pawlak;2
3441;Klaudiusz;Wieczorek;1
3442;Klaudiusz;Gajda;2
3443;Nina;Lampa;2
3444;Karol;Wojniak;4
3445;Klaudiusz;Wojniak;3
3446;Julian;Kowalski;1
3447;Klaudiusz;Gita;3
3448;Adam;Pietrzak;3
3449;Klaudiusz;Wieczorek;5
3450;Nina;Gajda;5
3451;Adam;Kowalski;1
3452;Janina;Mazur;2
3453;Nina;Sikora;3
3454;Paulina;Mazur;2
3455;Paulina;Nowak;3
3456;Paulina;Wojniak;2
3457;Janina;Juda;5
3458;Klaudiusz;Pietrzak;3
3459;Nina;Szramowiat;3
3460;Kacper;Szramowiat;2
3461;Magdalena;Duda;3
3462;Agata;Juda;3
3463;Magdalena;Mazur;2
3464;Bartosz;Gajda;4
3465;Agata;Pietrzak;3
3466;Paulina;Mazur;1
3467;Nina;Gajda;3
3468;Bartosz;Pietrzak;5
3469;Paulina;Sikora;2
3470;Nina;Wieczorek;3
3471;Patryk;Lampa;3
3472;Magdalena;Sikora;3
3473;Adam;Szramowiat;1
3474;Karol;Kowalski;2
3475;Janina;Miernik;2
3476;Klaudiusz;Szramowiat;1
3477;Piotr;Pietrzak;4
3478;Wojciech;Juda;3
3479;Paulina;Pocztarek;2
3480;Agata;Kowalski;4
3481;Klaudiusz;Pietrzak;2
3482;Wojciech;Sztreker;1
3483;Julian;Sztreker;2
3484;Adam;Pawlak;2
3485;Karol;Juda;1
3486;Magdalena;Wojniak;3
3487;Patryk;Sztreker;3
3488;Julian;Sztreker;2
3489;Piotr;Mazur;3
3490;Nina;Wojniak;3
3491;Patryk;Wieczorek;3
3492;Karolina;Kowalski;3
3493;Nina;Gita;5
3494;Magdalena;Mazur;3
3495;Karolina;Sikora;1
3496;Karolina;Wieczorek;3
3497;Piotr;Sikora;3
3498;Karolina;Pawlak;1
3499;Patryk;Miernik;2
3500;Klaudiusz;Szramowiat;2
3501;Tomasz;Wojniak;5
3502;Nina;Wieczorek;4
3503;Wojciech;Gita;3
3504;Karol;Pawlak;3
3505;Piotr;Lampa;3
3506;Paulina;Gajda;3
3507;Janina;Pawlak;1
3508;Wojciech;Pietrzak;1
3509;Nina;Sikora;3
3510;Bartosz;Duda;3
3511;Julian;Wieczorek;1
3512;Magdalena;Gajda;2
3513;Magdalena;Gita;2
3514;Bartosz;Wojniak;1
3515;Piotr;Gajda;3
3516;Karolina;Pawlak;3
3517;Julian;Kowalski;3
3518;Tomasz;Juda;3
3519;Kacper;Lampa;1
3520;Kamil;Wojniak;1
3521;Agata;Miernik;3
3522;Kacper;Mazur;3
3523;Patryk;Nowak;3
3524;Tomasz;Mazur;3
3525;Kacper;Pietrzak;3
3526;Nina;Juda;3
3527;Kamil;Pietrzak;3
3528;Julian;Kowalski;3
3529;Nina;Sikora;3
3530;Tomasz;Gajda;2
3531;Adam;Sztreker;3
3532;Janina;Pocztarek;1
3533;Agata;Wieczorek;3
3534;Klaudiusz;Gajda;1
3535;Piotr;Sikora;3
3536;Adam;Nowak;2
3537;Klaudiusz;Juda;2
3538;Janina;Szramowiat;3
3539;Tomasz;Wojniak;2
3540;Klaudiusz;Szramowiat;2
3541;Julian;Pawlak;3
3542;Tomasz;Lampa;3
3543;Nina;Wieczorek;2
3544;Karol;Kowalski;2
3545;Julian;Duda;3
3546;Karol;Duda;4
3547;Wojciech;Miernik;1
3548;Kamil;Wieczorek;4
3549;Paulina;Sztreker;2
3550;Wojciech;Szramowiat;3
3551;Janina;Pietrzak;2
3552;Nina;Miernik;2
3553;Julian;Gita;3
3554;Janina;Miernik;3
3555;Piotr;Sikora;3
3556;Karolina;Kowalski;3
3557;Adam;Gajda;2
3558;Wojciech;Sztreker;3
3559;Paulina;Lampa;5
3560;Patryk;Kowalski;2
3561;Patryk;Szramowiat;2
3562;Patryk;Pocztarek;3
3563;Piotr;Sikora;5
3564;Kacper;Sztreker;3
3565;Patryk;Sikora;4
3566;Magdalena;Wojniak;1
3567;Bartosz;Wieczorek;3
3568;Tomasz;Pocztarek;3
3569;Tomasz;Lampa;3
3570;Julian;Sikora;2
3571;Piotr;Kowalski;3
3572;Magdalena;Pawlak;3
3573;Janina;Pocztarek;1
3574;Tomasz;Szramowiat;3
3575;Karolina;Duda;2
3576;Agata;Gajda;3
3577;Tomasz;Nowak;3
3578;Janina;Mazur;3
3579;Bartosz;Duda;4
3580;Nina;Wieczorek;2
3581;Magdalena;Lampa;3
3582;Tomasz;Pietrzak;2
3583;Nina;Wieczorek;4
3584;Piotr;Kowalski;3
3585;Nina;Szramowiat;3
3586;Janina;Lampa;3
3587;Julian;Wojniak;3
3588;Karol;Kowalski;3
3589;Kamil;Duda;3
3590;Paulina;Gita;2
3591;Patryk;Sztreker;3
3592;Kacper;Gajda;3
3593;Kacper;Nowak;3
3594;Julian;Lampa;5
3595;Karol;Pawlak;1
3596;Karol;Mazur;3
3597;Agata;Juda;2
3598;Magdalena;Sikora;3
3599;Patryk;Pawlak;3
3600;Julian;Pocztarek;3
3601;Klaudiusz;Kowalski;3
3602;Janina;Wojniak;2
3603;Kacper;Wojniak;5
3604;Janina;Wieczorek;5
3605;Paulina;Sikora;3
3606;Piotr;Pawlak;3
3607;Klaudiusz;Nowak;3
3608;Magdalena;Lampa;1
3609;Tomasz;Szramowiat;1
3610;Karol;Gajda;2
3611;Kamil;Kowalski;2
3612;Karol;Sikora;3
3613;Bartosz;Gajda;2
3614;Karol;Wieczorek;3
3615;Klaudiusz;Sztreker;2
3616;Magdalena;Pietrzak;1
3617;Patryk;Wojniak;3
3618;Tomasz;Wojniak;4
3619;Adam;Wieczorek;2
3620;Adam;Pietrzak;2
3621;Magdalena;Pawlak;1
3622;Kacper;Wojniak;2
3623;Piotr;Duda;4
3624;Klaudiusz;Juda;5
3625;Piotr;Miernik;2
3626;Klaudiusz;Wieczorek;3
3627;Karol;Mazur;3
3628;Bartosz;Kowalski;3
3629;Karol;Gita;1
3630;Wojciech;Sztreker;2
3631;Adam;Juda;3
3632;Nina;Nowak;1
3633;Julian;Pawlak;1
3634;Karolina;Wojniak;4
3635;Adam;Wieczorek;2
3636;Kamil;Pocztarek;4
3637;Kacper;Sztreker;2
3638;Nina;Szramowiat;3
3639;Paulina;Pietrzak;2
3640;Karolina;Juda;3
3641;Janina;Pocztarek;3
3642;Tomasz;Miernik;3
3643;Klaudiusz;Mazur;2
3644;Piotr;Mazur;3
3645;Piotr;Gita;3
3646;Paulina;Duda;3
3647;Kamil;Pawlak;3
3648;Julian;Gajda;5
3649;Karolina;Szramowiat;3
3650;Klaudiusz;Miernik;3
3651;Paulina;Gajda;3
3652;Kacper;Mazur;4
3653;Bartosz;Gajda;3
3654;Kamil;Sztreker;3
3655;Janina;Sztreker;2
3656;Janina;Miernik;4
3657;Klaudiusz;Pocztarek;3
3658;Piotr;Pocztarek;3
3659;Adam;Sikora;3
3660;Patryk;Wieczorek;3
3661;Karolina;Miernik;3
3662;Kacper;Gita;4
3663;Adam;Wojniak;3
3664;Wojciech;Pawlak;1
3665;Klaudiusz;Lampa;3
3666;Patryk;Sikora;3
3667;Bartosz;Miernik;4
3668;Piotr;Szramowiat;3
3669;Karolina;Gita;3
3670;Paulina;Gajda;2
3671;Adam;Gita;3
3672;Janina;Lampa;4
3673;Agata;Wojniak;2
3674;Adam;Pietrzak;2
3675;Janina;Lampa;2
3676;Piotr;Miernik;4
3677;Piotr;Mazur;1
3678;Paulina;Gajda;3
3679;Kamil;Miernik;3
3680;Wojciech;Mazur;3
3681;Janina;Lampa;2
3682;Tomasz;Wieczorek;5
3683;Patryk;Juda;1
3684;Janina;Wojniak;3
3685;Janina;Gajda;2
3686;Karol;Wieczorek;1
3687;Magdalena;Duda;3
3688;Wojciech;Juda;2
3689;Paulina;Pocztarek;1
3690;Magdalena;Wieczorek;2
3691;Janina;Kowalski;1
3692;Wojciech;Pawlak;1
3693;Kacper;Pietrzak;3
3694;Karol;Wojniak;3
3695;Nina;Lampa;3
3696;Magdalena;Nowak;3
3697;Agata;Gita;4
3698;Bartosz;Mazur;3
3699;Kacper;Kowalski;1
3700;Paulina;Wieczorek;2
3701;Paulina;Pietrzak;2
3702;Wojciech;Szramowiat;3
3703;Janina;Sikora;3
3704;Adam;Lampa;5
3705;Tomasz;Duda;1
3706;Paulina;Gajda;3
3707;Bartosz;Juda;3
3708;Janina;Sikora;3
3709;Agata;Nowak;3
3710;Piotr;Wieczorek;1
3711;Klaudiusz;Juda;3
3712;Karolina;Kowalski;3
3713;Patryk;Gita;2
3714;Karolina;Sikora;4
3715;Klaudiusz;Gita;3
3716;Julian;Szramowiat;3
3717;Janina;Gita;3
3718;Tomasz;Wojniak;3
3719;Magdalena;Kowalski;1
3720;Wojciech;Duda;2
3721;Kacper;Nowak;3
3722;Piotr;Gita;1
3723;Julian;Lampa;3
3724;Piotr;Lampa;3
3725;Agata;Duda;3
3726;Tomasz;Wojniak;2
3727;Paulina;Wojniak;3
3728;Adam;Lampa;3
3729;Kamil;Duda;3
3730;Karol;Duda;3
3731;Karol;Wieczorek;3
3732;Kacper;Wojniak;3
3733;Karol;Sztreker;3
3734;Kamil;Szramowiat;3
3735;Tomasz;Nowak;3
3736;Adam;Pocztarek;3
3737;Klaudiusz;Pocztarek;2
3738;Paulina;Pawlak;1
3739;Magdalena;Pawlak;1
3740;Adam;Gita;3
3741;Karol;Wieczorek;3
3742;Kacper;Pocztarek;3
3743;Paulina;Sztreker;1
3744;Wojciech;Wojniak;3
3745;Agata;Lampa;1
3746;Nina;Kowalski;3
3747;Paulina;Lampa;4
3748;Julian;Sztreker;4
3749;Bartosz;Sikora;3
3750;Tomasz;Gita;2
3751;Piotr;Wojniak;4
3752;Janina;Juda;2
3753;Wojciech;Nowak;2
3754;Julian;Pocztarek;3
3755;Kamil;Pocztarek;5
3756;Patryk;Kowalski;2
3757;Klaudiusz;Miernik;2
3758;Patryk;Sztreker;3
3759;Bartosz;Sztreker;2
3760;Magdalena;Lampa;3
3761;Paulina;Sztreker;4
3762;Kacper;Juda;3
3763;Wojciech;Juda;2
3764;Paulina;Gita;3
3765;Patryk;Wieczorek;4
3766;Karolina;Nowak;5
3767;Julian;Gita;3
3768;Agata;Kowalski;1
3769;Kacper;Wojniak;3
3770;Karol;Pietrzak;3
3771;Nina;Mazur;1
3772;Bartosz;Pocztarek;3
3773;Magdalena;Kowalski;1
3774;Julian;Pietrzak;2
3775;Adam;Gita;3
3776;Patryk;Szramowiat;3
3777;Bartosz;Lampa;3
3778;Agata;Pietrzak;1
3779;Magdalena;Sikora;3
3780;Nina;Mazur;3
3781;Julian;Lampa;2
3782;Tomasz;Mazur;4
3783;Piotr;Gajda;2
3784;Karolina;Duda;1
3785;Kacper;Sikora;2
3786;Adam;Duda;2
3787;Tomasz;Wojniak;2
3788;Wojciech;Pocztarek;5
3789;Bartosz;Sztreker;5
3790;Magdalena;Gajda;1
3791;Paulina;Nowak;2
3792;Klaudiusz;Sztreker;5
3793;Bartosz;Wojniak;3
3794;Magdalena;Wojniak;4
3795;Patryk;Miernik;3
3796;Kamil;Pietrzak;3
3797;Janina;Sztreker;2
3798;Kamil;Lampa;3
3799;Wojciech;Nowak;4
3800;Kamil;Sztreker;3
3801;Tomasz;Mazur;3
3802;Klaudiusz;Nowak;2
3803;Kamil;Miernik;1
3804;Patryk;Kowalski;1
3805;Magdalena;Gajda;3
3806;Adam;Sztreker;2
3807;Karol;Juda;3
3808;Karol;Kowalski;2
3809;Paulina;Sztreker;1
3810;Piotr;Sztreker;3
3811;Nina;Gita;3
3812;Magdalena;Wojniak;1
3813;Patryk;Lampa;2
3814;Janina;Szramowiat;3
3815;Kamil;Pawlak;3
3816;Julian;Pietrzak;3
3817;Wojciech;Kowalski;1
3818;Magdalena;Juda;1
3819;Karolina;Wojniak;2
3820;Karolina;Gita;1
3821;Karolina;Gajda;3
3822;Kamil;Sikora;2
3823;Patryk;Szramowiat;3
3824;Wojciech;Wieczorek;3
3825;Klaudiusz;Juda;5
3826;Paulina;Pawlak;3
3827;Piotr;Gajda;3
3828;Bartosz;Mazur;3
3829;Karol;Gita;5
3830;Tomasz;Kowalski;3
3831;Magdalena;Pocztarek;1
3832;Julian;Juda;1
3833;Adam;Mazur;2
3834;Patryk;Pietrzak;3
3835;Klaudiusz;Szramowiat;3
3836;Agata;Gajda;3
3837;Karolina;Lampa;2
3838;Magdalena;Kowalski;2
3839;Tomasz;Nowak;3
3840;Nina;Gita;2
3841;Agata;Pawlak;2
3842;Bartosz;Mazur;2
3843;Wojciech;Mazur;1
3844;Wojciech;Pawlak;2
3845;Janina;Gita;3
3846;Kacper;Pawlak;5
3847;Agata;Juda;2
3848;Karolina;Nowak;3
3849;Piotr;Pawlak;2
3850;Patryk;Lampa;1
3851;Paulina;Mazur;4
3852;Magdalena;Wojniak;2
3853;Klaudiusz;Lampa;3
3854;Paulina;Mazur;2
3855;Piotr;Sikora;2
3856;Agata;Wojniak;3
3857;Klaudiusz;Miernik;5
3858;Julian;Szramowiat;1
3859;Patryk;Pocztarek;1
3860;Magdalena;Miernik;2
3861;Tomasz;Sikora;2
3862;Klaudiusz;Sztreker;4
3863;Agata;Gajda;4
3864;Nina;Duda;2
3865;Kamil;Juda;3
3866;Julian;Sikora;2
3867;Bartosz;Miernik;2
3868;Patryk;Gita;3
3869;Nina;Pawlak;2
3870;Kacper;Lampa;5
3871;Bartosz;Pietrzak;2
3872;Karol;Miernik;1
3873;Kamil;Gita;4
3874;Paulina;Gajda;3
3875;Klaudiusz;Kowalski;3
3876;Tomasz;Gita;2
3877;Wojciech;Miernik;2
3878;Karol;Pocztarek;3
3879;Adam;Szramowiat;2
3880;Karolina;Lampa;1
3881;Kacper;Gajda;3
3882;Magdalena;Pawlak;3
3883;Adam;Wieczorek;4
3884;Agata;Kowalski;2
3885;Janina;Wieczorek;4
3886;Tomasz;Duda;3
3887;Adam;Lampa;3
3888;Kacper;Wojniak;2
3889;Bartosz;Pocztarek;2
3890;Magdalena;Pocztarek;3
3891;Nina;Pocztarek;3
3892;Nina;Miernik;3
3893;Julian;Wojniak;3
3894;Paulina;Duda;2
3895;Janina;Duda;2
3896;Adam;Gita;2
3897;Patryk;Kowalski;3
3898;Wojciech;Juda;3
3899;Klaudiusz;Nowak;1
3900;Karolina;Nowak;2
3901;Agata;Duda;1
3902;Karol;Sztreker;3
3903;Agata;Pawlak;4
3904;Patryk;Wojniak;3
3905;Agata;Miernik;2
3906;Piotr;Wieczorek;4
3907;Patryk;Juda;3
3908;Karol;Pietrzak;1
3909;Karolina;Wojniak;3
3910;Karol;Miernik;2
3911;Magdalena;Mazur;4
3912;Kamil;Gita;3
3913;Kacper;Juda;3
3914;Magdalena;Pietrzak;1
3915;Adam;Lampa;3
3916;Wojciech;Juda;4
3917;Agata;Pawlak;4
3918;Wojciech;Sikora;2
3919;Nina;Gajda;4
3920;Julian;Pawlak;3
3921;Nina;Gajda;3
3922;Karolina;Wieczorek;3
3923;Magdalena;Duda;3
3924;Piotr;Juda;3
3925;Agata;Sztreker;5
3926;Kamil;Miernik;2
3927;Patryk;Pietrzak;1
3928;Bartosz;Sikora;3
3929;Karolina;Nowak;1
3930;Karolina;Gita;3
3931;Paulina;Miernik;3
3932;Paulina;Wieczorek;3
3933;Kamil;Gita;4
3934;Nina;Pocztarek;3
3935;Tomasz;Wojniak;5
3936;Paulina;Wojniak;5
3937;Paulina;Pocztarek;4
3938;Nina;Nowak;1
3939;Wojciech;Sztreker;1
3940;Kacper;Szramowiat;5
3941;Bartosz;Nowak;1
3942;Magdalena;Pawlak;1
3943;Adam;Duda;3
3944;Tomasz;Szramowiat;3
3945;Adam;Kowalski;2
3946;Kamil;Szramowiat;2
3947;Bartosz;Lampa;2
3948;Adam;Lampa;3
3949;Magdalena;Miernik;1
3950;Tomasz;Gita;2
3951;Janina;Sikora;4
3952;Julian;Pocztarek;3
3953;Patryk;Gajda;2
3954;Paulina;Pietrzak;3
3955;Patryk;Pocztarek;1
3956;Karol;Wieczorek;4
3957;Magdalena;Wojniak;2
3958;Kacper;Lampa;3
3959;Piotr;Sikora;1
3960;Karol;Mazur;3
3961;Nina;Nowak;2
3962;Karolina;Sztreker;2
3963;Bartosz;Juda;1
3964;Wojciech;Szramowiat;1
3965;Nina;Gajda;3
3966;Piotr;Pietrzak;1
3967;Bartosz;Duda;1
3968;Adam;Gajda;3
3969;Julian;Pocztarek;4
3970;Kamil;Lampa;3
3971;Patryk;Juda;3
3972;Patryk;Miernik;5
3973;Karol;Pocztarek;3
3974;Wojciech;Gajda;3
3975;Paulina;Juda;1
3976;Julian;Szramowiat;3
3977;Kacper;Mazur;3
3978;Adam;Wieczorek;3
3979;Wojciech;Gajda;3
3980;Patryk;Juda;5
3981;Agata;Juda;3
3982;Patryk;Pocztarek;3
3983;Agata;Sikora;3
3984;Tomasz;Sztreker;2
3985;Adam;Miernik;3
3986;Tomasz;Sztreker;3
3987;Wojciech;Mazur;1
3988;Tomasz;Kowalski;2
3989;Kacper;Pocztarek;2
3990;Karol;Wieczorek;4
3991;Karolina;Mazur;4
3992;Nina;Lampa;3
3993;Nina;Lampa;3
3994;Karolina;Gajda;3
3995;Wojciech;Lampa;3
3996;Patryk;Mazur;3
3997;Paulina;Gita;2
3998;Adam;Wieczorek;4
3999;Magdalena;Gajda;3
4000;Karolina;Sikora;2
4001;Kacper;Wieczorek;3
4002;Karol;Sztreker;1
4003;Janina;Sikora;3
4004;Bartosz;Miernik;3
4005;Kamil;Wojniak;3
4006;Magdalena;Gita;3
4007;Tomasz;Pocztarek;2
4008;Kamil;Kowalski;3
4009;Julian;Wojniak;5
4010;Julian;Kowalski;4
4011;Piotr;Miernik;3
4012;Tomasz;Gajda;3
4013;Klaudiusz;Szramowiat;1
4014;Adam;Wieczorek;2
4015;Nina;Kowalski;3
4016;Karolina;Wojniak;3
4017;Adam;Szramowiat;2
4018;Patryk;Mazur;3
4019;Adam;Sikora;4
4020;Klaudiusz;Pocztarek;4
4021;Karolina;Gita;3
4022;Magdalena;Miernik;5
4023;Nina;Duda;3
4024;Magdalena;Juda;3
4025;Karol;Kowalski;4
4026;Bartosz;Szramowiat;4
4027;Paulina;Szramowiat;4
4028;Kacper;Kowalski;3
4029;Janina;Miernik;5
4030;Karol;Pocztarek;3
4031;Kacper;Wieczorek;1
4032;Kacper;Nowak;2
4033;Julian;Pietrzak;3
4034;Klaudiusz;Sztreker;2
4035;Janina;Pocztarek;2
4036;Nina;Nowak;1
4037;Klaudiusz;Miernik;4
4038;Nina;Duda;4
4039;Julian;Wojniak;2
4040;Julian;Nowak;1
4041;Julian;Kowalski;4
4042;Karolina;Gajda;2
4043;Agata;Lampa;3
4044;Wojciech;Sikora;2
4045;Bartosz;Gajda;3
4046;Piotr;Pietrzak;2
4047;Karol;Lampa;1
4048;Nina;Sztreker;2
4049;Kamil;Juda;2
4050;Julian;Miernik;2
4051;Julian;Mazur;5
4052;Patryk;Miernik;3
4053;Agata;Juda;2
4054;Kacper;Kowalski;1
4055;Karolina;Sztreker;2
4056;Magdalena;Sztreker;3
4057;Karol;Duda;3
4058;Klaudiusz;Pietrzak;1
4059;Magdalena;Wojniak;1
4060;Wojciech;Pietrzak;3
4061;Klaudiusz;Pocztarek;2
4062;Tomasz;Nowak;3
4063;Agata;Gita;3
4064;Kacper;Sztreker;3
4065;Nina;Duda;3
4066;Julian;Pietrzak;5
4067;Wojciech;Gajda;3
4068;Piotr;Duda;3
4069;Julian;Pocztarek;3
4070;Bartosz;Wieczorek;3
4071;Bartosz;Duda;3
4072;Kacper;Pocztarek;3
4073;Piotr;Pietrzak;3
4074;Patryk;Gita;3
4075;Patryk;Gita;3
4076;Adam;Pocztarek;2
4077;Wojciech;Kowalski;4
4078;Wojciech;Miernik;3
4079;Janina;Nowak;2
4080;Tomasz;Pocztarek;2
4081;Tomasz;Gita;2
4082;Piotr;Juda;4
4083;Kamil;Nowak;2
4084;Kacper;Sztreker;4
4085;Janina;Nowak;4
4086;Agata;Miernik;3
4087;Klaudiusz;Sikora;3
4088;Adam;Duda;3
4089;Tomasz;Gajda;3
4090;Piotr;Wieczorek;5
4091;Tomasz;Mazur;3
4092;Tomasz;Juda;2
4093;Paulina;Mazur;3
4094;Wojciech;Duda;3
4095;Paulina;Kowalski;3
4096;Agata;Wojniak;2
4097;Piotr;Wieczorek;3
4098;Janina;Mazur;3
4099;Klaudiusz;Mazur;3
4100;Tomasz;Sztreker;3
4101;Kacper;Nowak;3
4102;Karolina;Kowalski;1
4103;Klaudiusz;Sikora;4
4104;Nina;Juda;3
4105;Janina;Gajda;2
4106;Tomasz;Kowalski;2
4107;Nina;Sikora;2
4108;Janina;Szramowiat;1
4109;Kamil;Sztreker;1
4110;Kamil;Gita;3
4111;Janina;Pietrzak;3
4112;Wojciech;Pawlak;3
4113;Piotr;Mazur;2
4114;Janina;Wieczorek;1
4115;Magdalena;Pietrzak;3
4116;Kacper;Wojniak;4
4117;Kamil;Lampa;3
4118;Piotr;Pawlak;2
4119;Wojciech;Kowalski;3
4120;Piotr;Pocztarek;1
4121;Julian;Mazur;3
4122;Janina;Gajda;1
4123;Karol;Szramowiat;3
4124;Paulina;Miernik;2
4125;Tomasz;Pocztarek;3
4126;Kacper;Pocztarek;3
4127;Magdalena;Lampa;3
4128;Magdalena;Szramowiat;3
4129;Adam;Nowak;3
4130;Tomasz;Szramowiat;1
4131;Kacper;Mazur;3
4132;Julian;Wojniak;3
4133;Agata;Sikora;3
4134;Karol;Nowak;1
4135;Tomasz;Nowak;2
4136;Karolina;Juda;3
4137;Piotr;Wieczorek;2
4138;Julian;Miernik;3
4139;Kamil;Pocztarek;3
4140;Karolina;Gita;1
4141;Kamil;Gajda;3
4142;Karol;Miernik;3
4143;Tomasz;Sikora;5
4144;Nina;Pietrzak;3
4145;Wojciech;Lampa;3
4146;Bartosz;Pocztarek;2
4147;Agata;Miernik;3
4148;Karolina;Pawlak;1
4149;Kacper;Pawlak;5
4150;Nina;Kowalski;3
4151;Paulina;Gita;2
4152;Piotr;Miernik;3
4153;Karolina;Gita;3
4154;Kamil;Pietrzak;3
4155;Tomasz;Wieczorek;1
4156;Bartosz;Lampa;3
4157;Julian;Pawlak;3
4158;Paulina;Wojniak;3
4159;Janina;Mazur;3
4160;Karol;Szramowiat;3
4161;Piotr;Miernik;4
4162;Julian;Sikora;2
4163;Klaudiusz;Duda;3
4164;Karol;Juda;3
4165;Paulina;Pocztarek;3
4166;Piotr;Gita;1
4167;Karol;Sikora;3
4168;Magdalena;Wieczorek;3
4169;Janina;Pocztarek;4
4170;Klaudiusz;Pietrzak;3
4171;Tomasz;Gajda;3
4172;Tomasz;Szramowiat;3
4173;Karol;Nowak;3
4174;Janina;Sztreker;5
4175;Adam;Sikora;3
4176;Paulina;Mazur;3
4177;Piotr;Kowalski;3
4178;Kamil;Szramowiat;3
4179;Karol;Pawlak;1
4180;Karolina;Gajda;1
4181;Adam;Szramowiat;3
4182;Adam;Pawlak;2
4183;Klaudiusz;Sztreker;1
4184;Agata;Pocztarek;2
4185;Bartosz;Juda;4
4186;Kamil;Nowak;1
4187;Klaudiusz;Duda;2
4188;Karolina;Sztreker;4
4189;Klaudiusz;Szramowiat;3
4190;Julian;Gita;4
4191;Patryk;Wojniak;3
4192;Agata;Juda;1
4193;Janina;Szramowiat;3
4194;Tomasz;Pawlak;3
4195;Piotr;Lampa;1
4196;Agata;Pawlak;3
4197;Patryk;Miernik;1
4198;Kacper;Wojniak;2
4199;Nina;Mazur;3
4200;Piotr;Gita;3
4201;Bartosz;Mazur;4
4202;Adam;Pawlak;5
4203;Piotr;Pocztarek;3
4204;Paulina;Pocztarek;3
4205;Bartosz;Duda;3
4206;Piotr;Kowalski;3
4207;Paulina;Pietrzak;1
4208;Magdalena;Nowak;1
4209;Paulina;Sikora;3
4210;Patryk;Duda;4
4211;Bartosz;Kowalski;3
4212;Magdalena;Mazur;3
4213;Kamil;Kowalski;3
4214;Karolina;Pietrzak;3
4215;Kacper;Nowak;3
4216;Piotr;Sztreker;3
4217;Magdalena;Pocztarek;2
4218;Wojciech;Pawlak;2
4219;Bartosz;Gajda;2
4220;Paulina;Pocztarek;2
4221;Julian;Wojniak;3
4222;Paulina;Pocztarek;3
4223;Piotr;Pawlak;2
4224;Piotr;Gita;3
4225;Piotr;Mazur;3
4226;Paulina;Szramowiat;3
4227;Karolina;Gita;1
4228;Bartosz;Gita;3
4229;Paulina;Wieczorek;2
4230;Adam;Wojniak;3
4231;Piotr;Pocztarek;4
4232;Julian;Sikora;3
4233;Julian;Sztreker;3
4234;Kacper;Sikora;2
4235;Adam;Gita;2
4236;Janina;Gita;3
4237;Klaudiusz;Mazur;1
4238;Janina;Szramowiat;1
4239;Paulina;Nowak;3
4240;Julian;Lampa;3
4241;Karolina;Pietrzak;1
4242;Julian;Sikora;3
4243;Janina;Kowalski;2
4244;Nina;Wieczorek;3
4245;Piotr;Pocztarek;3
4246;Paulina;Sikora;5
4247;Karol;Nowak;3
4248;Kacper;Gita;1
4249;Agata;Duda;1
4250;Kacper;Wojniak;3
4251;Klaudiusz;Szramowiat;3
4252;Klaudiusz;Wieczorek;3
4253;Julian;Szramowiat;3
4254;Bartosz;Mazur;3
4255;Klaudiusz;Juda;1
4256;Tomasz;Kowalski;3
4257;Tomasz;Szramowiat;1
4258;Piotr;Pietrzak;3
4259;Karol;Pocztarek;3
4260;Kacper;Gajda;5
4261;Kamil;Sztreker;2
4262;Bartosz;Miernik;3
4263;Wojciech;Nowak;2
